1	2	0	0	2	74.15	79.18	1	0	0	0	0	2	3	2	2	3	2
2	2	0	0	2	59.84	64.89	1	0	1	1	1	2	1	2	2	2	2
3	2	1	0	3	75.79	77.7	.	.	.	.	.	.	.	.	.	.	.
4	2	1	1	2	73.85	73.3	0	0	1	0	0	2	1	2	2	2	2
5	2	1	0	2	73.94	74.74	1	1	1	0	1	3	1	3	3	1	3
6	2	1	0	2	57.67	63.45	0	0	0	0	0	2	1	2	2	1	2
7	2	1	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
8	2	1	0	4	65.82	61.57	0	1	1	1	1	1	1	3	3	1	1
9	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
10	2	0	0	3	.	.	.	.	.	.	.	.	.	.	.	.	.
11	2	1	0	3	65.22	67.5	0	0	0	0	0	1	1	2	2	1	3
12	2	1	0	3	65.32	68.03	0	0	0	0	0	1	1	2	2	2	3
13	2	1	0	2	65.25	62.35	0	0	0	0	0	1	1	2	2	2	3
14	2	1	0	2	64.78	62.48	0	0	0	0	0	1	2	2	3	2	3
15	2	1	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
16	2	1	1	2	65.43	63.39	.	.	.	.	.	2	2	2	2	1	2
17	2	1	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.
18	2	0	0	3	44.05	43.73	0	0	0	0	0	2	1	1	2	1	1
19	2	0	0	1	57.91	57.95	1	1	1	0	1	2	2	1	2	2	3
20	2	0	1	2	84.22	88.2	1	0	1	0	1	3	1	3	3	.	2
21	2	0	0	2	60.35	58.34	1	0	0	0	0	2	2	2	2	2	2
22	2	1	1	2	68.42	69.41	0	1	1	1	0	2	2	2	3	2	3
23	2	1	0	2	60.83	58.44	0	1	0	0	0	2	1	2	1	1	2
24	2	1	0	2	71.76	70.18	0	0	1	0	0	2	1	2	2	1	2
25	2	1	1	1	59.56	64.31	0	0	0	0	0	2	1	2	2	2	2
26	2	0	0	2	51.4	.	.	.	.	.	.	.	.	.	.	.	.
27	2	0	0	1	60.37	57.81	1	1	1	1	1	2	2	2	2	2	2
28	2	1	1	5	48.15	.	.	.	.	.	.	.	.	.	.	.	.
29	2	1	0	2	52.92	53	0	1	0	1	0	1	1	1	1	1	2
30	2	1	0	2	57.8	.	1	0	1	1	1	1	1	1	1	1	2
31	2	0	0	2	60.7	56.91	0	0	0	0	0	2	2	2	1	1	2
32	2	0	0	2	51.04	49.71	0	0	0	0	0	2	3	3	3	.	3
33	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
34	2	1	0	1	60.7	.	.	.	.	.	.	1	2	2	2	2	2
35	2	1	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
36	2	0	0	2	45.29	46.59	.	.	.	.	.	.	.	.	.	.	.
37	2	0	0	2	68.94	70.76	.	.	.	.	.	.	.	.	.	.	.
38	2	0	1	.	49.7	.	.	.	.	.	.	.	.	.	.	.	.
39	2	1	1	2	64.91	64.84	0	0	0	0	0	1	1	1	1	1	1
40	2	1	1	3	60.63	61.49	.	.	.	.	.	.	.	.	.	.	.
41	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
42	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
43	2	0	0	2	53.38	51.25	0	0	0	0	0	1	1	1	1	1	2
44	2	1	0	2	44.16	44.43	1	1	1	0	0	1	1	2	1	1	2
45	2	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.
46	2	0	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
47	2	0	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.
48	2	1	0	5	.	.	.	.	.	.	.	.	.	.	.	.	.
49	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
50	2	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.
51	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
52	2	1	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.
53	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
54	2	0	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.
55	2	0	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.
56	2	1	0	5	82.16	82.97	1	0	1	0	0	2	1	1	2	1	2
57	2	0	0	2	51.53	50.22	1	1	1	1	1	3	1	2	3	2	2
58	2	0	.	1	44.89	44.55	0	0	0	0	0	2	2	2	2	2	2
59	2	1	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
60	2	0	0	.	51.97	.	1	0	1	1	1	1	1	1	1	1	1
61	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
62	2	0	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
63	2	0	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
64	2	1	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.
65	2	1	1	.	58.39	57.02	0	0	0	0	0	1	1	1	1	1	1
66	2	0	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
67	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
68	2	1	0	2	61.29	.	0	0	0	0	0	1	2	1	1	1	1
69	2	0	1	2	48.47	44.62	0	0	0	1	0	1	1	1	2	1	2
70	2	1	0	1	50.77	.	.	.	.	.	.	.	.	.	.	.	.
71	2	1	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
72	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
73	2	1	1	1	49.46	49.35	.	.	.	.	.	.	.	.	.	.	.
74	2	1	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
75	2	0	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.
76	2	0	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.
77	2	0	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.
78	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
79	2	1	0	1	48.32	52.16	0	1	0	0	0	1	1	1	1	1	1
80	2	1	1	1	36.16	37.32	0	0	0	1	1	2	2	2	1	2	1
81	2	0	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
82	2	0	1	2	44.68	44.58	.	.	.	.	.	2	2	.	3	3	2
83	2	0	1	1	51.75	.	.	.	.	.	.	.	.	.	.	.	.
84	2	1	0	2	.	.	.	.	.	.	.	.	.	.	.	.	.
85	2	0	1	2	.	.	.	.	.	.	.	.	.	.	.	.	.
86	2	1	1	2	41.86	46.55	.	.	.	.	.	.	.	.	.	.	.
87	2	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.
